S.No,YEAR,FLIGHT_NUMBER,DEPARTURE_DELAY,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,COMPLAINT_TYPE,COMPLAINT_DESCRIPTION,COMPLAINT_STATUS,COMPENSATION_AMNT,COMPENSATION_TYPE
590,2015,178,-5,48,0,0,,,,,,
591,2015,1664,63,104,0,0,,,late,open,0,0
592,2015,291,72,68,0,0,,,,,,
593,2015,2314,91,79,0,0,,,,,,
594,2015,84,-7,-24,0,0,,,,,,
595,2015,335,-5,-7,0,0,,,,,,
596,2015,178,-8,-6,0,0,,,,,,
597,2015,1664,-6,-26,0,0,,,,,,
598,2015,291,81,91,0,0,,,,,,
599,2015,2314,2,-7,0,0,,,late,open,0,0
600,2015,84,355,345,0,0,,,late,open,0,0
601,2015,335,4,-2,0,0,,,,,,
602,2015,178,33,41,0,0,,,,,,
603,2015,1664,-5,-11,0,0,,,,,,
604,2015,291,6,2,0,0,,,,,,
605,2015,2314,1,-10,0,0,,,,,,
606,2015,84,-7,-3,0,0,,,,,,
607,2015,335,-3,-14,0,0,,,,,,
608,2015,178,-9,27,0,0,,,,,,
609,2015,1664,-2,-1,0,0,,,,,,
610,2015,291,117,113,0,0,,,late,open,0,0
611,2015,2314,128,147,0,0,,,late,open,0,0
612,2015,84,-8,-8,0,0,,,,,,
613,2015,335,-1,-2,0,0,,,,,,
614,2015,178,11,7,0,0,,,,,,
615,2015,1664,14,-2,0,0,,,late,open,0,0
616,2015,291,0,-17,0,0,,,,,,
617,2015,2314,-2,3,0,0,,,,,,
618,2015,84,-4,-14,0,0,,,,,,
619,2015,335,-1,3,0,0,,,,,,
620,2015,178,-3,-4,0,0,,,,,,
621,2015,1664,-6,-5,0,0,,,,,,
622,2015,291,107,90,0,0,,,,,,
623,2015,2314,-1,5,0,0,,,,,,
624,2015,84,-3,-10,0,0,,,,,,
625,2015,335,0,-5,0,0,,,,,,
626,2015,178,2,-3,0,0,,,,,,
627,2015,1664,-3,-25,0,0,,,,,,
628,2015,291,34,55,0,0,,,,,,
629,2015,2314,-9,4,0,0,,,,,,
630,2015,84,-3,4,0,0,,,,,,
631,2015,335,-5,32,0,0,,,,,,
632,2015,178,-2,0,0,0,,,,,,
633,2015,1664,-5,-12,0,0,,,,,,
634,2015,291,1,17,0,0,,,,,,
635,2015,2314,67,61,0,0,,,,,,
636,2015,84,-8,-24,0,0,,,,,,
637,2015,335,-3,-20,0,0,,,,,,
638,2015,178,-1,2,0,0,,,,,,
639,2015,1664,47,41,0,0,,,,,,
640,2015,291,-2,-20,0,0,,,,,,
641,2015,2314,30,18,0,0,,,late,open,0,0
642,2015,84,-4,-17,0,0,,,,,,
643,2015,335,-4,12,0,0,,,,,,
644,2015,178,3,13,0,0,,,,,,
645,2015,1664,-4,-28,0,0,,,,,,
646,2015,291,0,-13,0,0,,,,,,
647,2015,2314,60,60,0,0,,,late,open,0,0
648,2015,84,-6,8,0,0,,,,,,
649,2015,335,-1,94,0,0,,,,,,
650,2015,178,,,0,1,B,B,cancelled,open,600,refund
651,2015,1664,115,228,0,0,,,late,open,0,0
652,2015,291,210,221,0,0,,,late,open,0,0
653,2015,2314,119,131,0,0,,,late,open,0,0
654,2015,84,,,0,1,B,B,cancelled,open,700,refund
655,2015,335,-1,-15,0,0,,,,,,
656,2015,178,-6,-8,0,0,,,,,,
657,2015,1664,1,-22,0,0,,,,,,
658,2015,291,4,-6,0,0,,,late,open,0,0
659,2015,2314,11,2,0,0,,B,cancelled,closed,0,rebooked
660,2015,84,0,4,0,0,,,,,,
661,2015,335,3,-10,0,0,,,,,,
662,2015,178,1,2,0,0,,,,,,
663,2015,1664,29,32,0,0,,,,,,
664,2015,291,157,166,0,0,,,late,open,0,0
665,2015,2314,-5,-7,0,0,,,,,,
666,2015,84,-4,-10,0,0,,,,,,
667,2015,335,13,21,0,0,,,,,,
668,2015,178,-8,-12,0,0,,,,,,
669,2015,1664,-6,-26,0,0,,,,,,
670,2015,291,12,7,0,0,,,,,,
671,2015,2314,-2,10,0,0,,B,cancelled,open,500,refund
672,2015,84,33,32,0,0,,,,,,
673,2015,335,3,14,0,0,,,,,,
674,2015,178,7,5,0,0,,,,,,
675,2015,1664,0,-9,0,0,,,,,,
676,2015,291,2,2,0,0,,,,,,
677,2015,2314,115,103,0,0,,,late,open,0,0
678,2015,84,-3,-18,0,0,,,,,,
679,2015,335,-3,-5,0,0,,,,,,
680,2015,178,-8,-14,0,0,,,,,,
681,2015,1664,-8,-35,0,0,,,,,,
682,2015,291,-7,4,0,0,,,,,,
683,2015,2314,20,11,0,0,,,,,,
684,2015,84,-3,-6,0,0,,,,,,
685,2015,335,-4,-15,0,0,,,,,,
686,2015,178,-3,0,0,0,,,,,,
687,2015,1664,-4,-15,0,0,,,,,,
688,2015,291,-1,1,0,0,,,late,open,0,0
689,2015,2314,4,-13,0,0,,,,,,
690,2015,84,0,-3,0,0,,,,,,
691,2015,335,-6,1,0,0,,,,,,
692,2015,178,-3,-4,0,0,,,,,,
693,2015,1664,28,36,0,0,,,,,,
694,2015,291,-3,-12,0,0,,,,,,
695,2015,2314,-2,-12,0,0,,,,,,
696,2015,84,-6,-8,0,0,,,,,,
697,2015,335,-4,-8,0,0,,,,,,
698,2015,178,-6,3,0,0,,,,,,
699,2015,1664,1,-5,0,0,,,,,,
700,2015,291,19,18,0,0,,,,,,
701,2015,2314,40,38,0,0,,,,,,
702,2015,84,15,16,0,0,,,,,,
703,2015,335,-5,-3,0,0,,,,,,
704,2015,178,-4,1,0,0,,,,,,
705,2015,1664,191,190,0,0,,,late,open,0,0
706,2015,291,-1,-21,0,0,,,late,open,0,0
707,2015,2314,-3,-7,0,0,,,,,,
708,2015,84,-6,-18,0,0,,,,,,
709,2015,335,-5,-7,0,0,,,,,,
710,2015,178,7,2,0,0,,,,,,
711,2015,1664,12,-3,0,0,,,,,,
712,2015,291,4,-27,0,0,,,,,,
713,2015,2314,-5,-11,0,0,,,,,,
714,2015,84,2,-9,0,0,,,,,,
715,2015,335,-5,-10,0,0,,,,,,
716,2015,178,13,16,0,0,,,,,,
717,2015,1664,-5,-33,0,0,,,,,,
718,2015,291,24,-6,0,0,,,,,,
719,2015,2314,-2,-10,0,0,,,,,,
720,2015,84,-4,-11,0,0,,,,,,
721,2015,335,0,-1,0,0,,,,,,
722,2015,178,-5,-6,0,0,,,,,,
723,2015,1664,-5,-35,0,0,,,,,,
724,2015,291,-7,-50,0,0,,,,,,
725,2015,2314,-6,-9,0,0,,,,,,
726,2015,84,0,-11,0,0,,,,,,
727,2015,335,-3,-14,0,0,,,,,,
728,2015,178,-5,-5,0,0,,,,,,
729,2015,1664,11,-5,0,0,,,,,,
730,2015,291,12,-10,0,0,,,,,,
731,2015,2314,8,-3,0,0,,,,,,
732,2015,84,-7,-17,0,0,,,,,,
733,2015,335,-7,-29,0,0,,,,,,
734,2015,178,-10,14,0,0,,,,,,
735,2015,1664,-5,-17,0,0,,,,,,
736,2015,291,23,-11,0,0,,,,,,
737,2015,2314,25,14,0,0,,,late,open,0,0
738,2015,84,-6,-20,0,0,,,,,,
739,2015,335,0,-22,0,0,,,,,,
740,2015,178,-9,-13,0,0,,,,,,
741,2015,1664,-4,-13,0,0,,,,,,
742,2015,291,101,,1,0,,,late,open,0,0
743,2015,2314,-2,-10,0,0,,,,,,
744,2015,84,-3,-18,0,0,,,,,,
745,2015,335,-3,-8,0,0,,,,,,
746,2015,178,-10,-16,0,0,,,,,,
747,2015,1664,-5,-24,0,0,,,,,,
748,2015,291,2,-24,0,0,,,,,,
749,2015,2314,-5,-2,0,0,,,,,,
750,2015,84,-4,-9,0,0,,,,,,
751,2015,335,-1,-1,0,0,,,,,,
752,2015,143,207,206,0,0,,,late,open,0,0
753,2015,199,12,-3,0,0,,,,,,
754,2015,67,-2,-31,0,0,,,,,,
755,2015,235,53,57,0,0,,,,,,
756,2015,84,-5,3,0,0,,,,,,
757,2015,335,56,42,0,0,,,,,,
758,2015,143,-4,-4,0,0,,,,,,
759,2015,199,-7,-8,0,0,,,,,,
760,2015,67,-1,-8,0,0,,,,,,
761,2015,235,13,8,0,0,,,,,,
762,2015,84,-3,-19,0,0,,,,,,
763,2015,335,5,0,0,0,,,,,,
764,2015,143,-7,-11,0,0,,,,,,
765,2015,199,-3,-22,0,0,,,,,,
766,2015,67,11,-14,0,0,,,,,,
767,2015,235,-6,-5,0,0,,,,,,
768,2015,84,-8,-19,0,0,,,,,,
769,2015,335,-5,-12,0,0,,,,,,
770,2015,143,-4,-4,0,0,,,,,,
771,2015,199,15,0,0,0,,,late,open,0,0
772,2015,67,1,4,0,0,,,,,,
773,2015,235,0,0,0,0,,,,,,
774,2015,84,-4,3,0,0,,,,,,
775,2015,335,-6,3,0,0,,,,,,
776,2015,143,-2,-5,0,0,,,,,,
777,2015,199,-5,-14,0,0,,,,,,
778,2015,67,-3,-19,0,0,,,,,,
779,2015,235,-9,-17,0,0,,,,,,
780,2015,84,-6,7,0,0,,,,,,
781,2015,335,16,10,0,0,,,,,,
782,2015,143,-6,-9,0,0,,,,,,
783,2015,199,-6,-13,0,0,,,,,,
784,2015,67,0,12,0,0,,,,,,
785,2015,235,14,10,0,0,,,,,,
786,2015,84,0,-11,0,0,,,,,,
787,2015,335,-5,6,0,0,,,,,,
788,2015,143,-4,-10,0,0,,,,,,
789,2015,199,-6,-26,0,0,,,,,,
790,2015,67,-1,-10,0,0,,,,,,
791,2015,235,-8,-7,0,0,,,,,,
792,2015,84,2,-12,0,0,,,,,,
793,2015,335,1,20,0,0,,,,,,
794,2015,143,0,-6,0,0,,,,,,
795,2015,199,22,2,0,0,,,,,,
796,2015,67,-4,-8,0,0,,,,,,
797,2015,235,71,61,0,0,,,,,,
798,2015,84,0,20,0,0,,,,,,
799,2015,335,-6,-8,0,0,,,,,,
800,2015,143,-1,-8,0,0,,,,,,
801,2015,199,-4,-20,0,0,,,,,,
802,2015,67,-4,-25,0,0,,,,,,
803,2015,235,-8,-11,0,0,,,,,,
804,2015,84,-8,-8,0,0,,,,,,
805,2015,335,-1,-11,0,0,,,,,,
806,2015,143,-5,-2,0,0,,,,,,
807,2015,199,1,-13,0,0,,,,,,
808,2015,67,-1,12,0,0,,,,,,
809,2015,235,5,-11,0,0,,,,,,
810,2015,84,-5,-12,0,0,,,,,,
811,2015,335,-4,-11,0,0,,,,,,
812,2015,143,-2,-1,0,0,,,,,,
813,2015,199,38,35,0,0,,,,,,
814,2015,67,-1,-21,0,0,,,,,,
815,2015,235,0,-1,0,0,,,,,,
816,2015,84,-4,29,0,0,,,,,,
817,2015,335,-6,-2,0,0,,,,,,
818,2015,143,-5,45,0,0,,,,,,
819,2015,199,-5,-28,0,0,,,,,,
820,2015,67,68,127,0,0,,,late,open,0,0
821,2015,235,33,63,0,0,,,,,,
822,2015,84,-4,6,0,0,,,,,,
823,2015,335,-4,-6,0,0,,,,,,
824,2015,143,-10,7,0,0,,,,,,
825,2015,199,-2,4,0,0,,,,,,
826,2015,67,4,-3,0,0,,,,,,
827,2015,235,-3,21,0,0,,,,,,
828,2015,84,-4,-16,0,0,,,,,,
829,2015,335,-6,0,0,0,,,,,,
830,2015,143,2,4,0,0,,,,,,
831,2015,199,7,-10,0,0,,,,,,
832,2015,67,-4,10,0,0,,,,,,
833,2015,235,-9,1,0,0,,,,,,
834,2015,84,-5,-13,0,0,,,,,,
835,2015,335,-5,7,0,0,,,,,,
836,2015,143,255,253,0,0,,,late,open,0,0
837,2015,199,1,-12,0,0,,,,,,
838,2015,67,-4,-15,0,0,,,,,,
839,2015,235,45,30,0,0,,,,,,
840,2015,84,-3,3,0,0,,,,,,
841,2015,335,-1,17,0,0,,,,,,
842,2015,143,-5,-7,0,0,,,,,,
843,2015,199,52,32,0,0,,,,,,
844,2015,67,117,124,0,0,,,late,open,0,0
845,2015,235,37,41,0,0,,,,,,
846,2015,84,-1,-12,0,0,,,,,,
847,2015,335,-4,-7,0,0,,,,,,
848,2015,143,1,3,0,0,,,,,,
849,2015,199,17,-2,0,0,,,,,,
850,2015,67,-6,-19,0,0,,,,,,
851,2015,235,-2,3,0,0,,,,,,
852,2015,84,-1,-8,0,0,,,,,,
853,2015,335,-5,-22,0,0,,,,,,
854,2015,143,-4,-2,0,0,,,,,,
855,2015,199,-8,-22,0,0,,,,,,
856,2015,67,-2,-19,0,0,,,,,,
857,2015,235,-8,-15,0,0,,,,,,
858,2015,84,-4,-10,0,0,,,,,,
859,2015,335,-2,-19,0,0,,,,,,
860,2015,143,-5,-7,0,0,,,,,,
861,2015,199,-9,-15,0,0,,,,,,
862,2015,67,-5,28,0,0,,,,,,
863,2015,235,-5,-10,0,0,,,,,,
864,2015,84,4,-7,0,0,,,,,,
865,2015,335,-4,-17,0,0,,,,,,
866,2015,143,-5,19,0,0,,,,,,
867,2015,199,18,-6,0,0,,,,,,
868,2015,67,-4,-10,0,0,,,,,,
869,2015,235,-8,-8,0,0,,,,,,
870,2015,84,-4,-17,0,0,,,,,,
871,2015,335,-4,-1,0,0,,,,,,
872,2015,143,67,65,0,0,,,,,,
873,2015,199,-2,0,0,0,,,,,,
874,2015,67,-3,14,0,0,,,,,,
875,2015,235,103,99,0,0,,,,,,
876,2015,84,-4,-15,0,0,,B,cancelled,closed,0,rebooked
877,2015,335,40,31,0,0,,,,,,
878,2015,143,0,9,0,0,,,,,,
879,2015,199,-3,-11,0,0,,,,,,
880,2015,67,-2,-27,0,0,,,,,,
881,2015,235,-5,4,0,0,,,,,,
882,2015,84,-4,-14,0,0,,,,,,
883,2015,335,-2,1,0,0,,,,,,
884,2015,143,-3,-9,0,0,,,,,,
885,2015,199,-1,54,0,0,,,,,,
886,2015,67,-4,-29,0,0,,,,,,
887,2015,235,77,76,0,0,,,late,open,0,0
888,2015,84,-6,-15,0,0,,,,,,
889,2015,335,4,-9,0,0,,,,,,
890,2015,143,-3,-7,0,0,,,,,,
891,2015,199,-3,-6,0,0,,,,,,
892,2015,67,-2,1,0,0,,,,,,
893,2015,235,-4,-1,0,0,,,,,,
894,2015,84,5,-4,0,0,,,,,,
895,2015,335,-1,-9,0,0,,,,,,
896,2015,143,-2,13,0,0,,,,,,
897,2015,199,30,113,0,0,,,late,open,0,0
898,2015,67,-6,15,0,0,,,late,open,0,0
899,2015,235,139,238,0,0,,,late,open,0,0
900,2015,84,54,59,0,0,,,,,,
901,2015,335,1,19,0,0,,,,,,
902,2015,143,75,80,0,0,,,,,,
903,2015,199,39,30,0,0,,,,,,
904,2015,67,112,91,0,0,,,,,,
905,2015,235,91,96,0,0,,,,,,
906,2015,84,-1,7,0,0,,,,,,
907,2015,335,9,8,0,0,,,,,,
908,2015,143,21,43,0,0,,,,,,
909,2015,199,14,29,0,0,,,,,,
910,2015,67,-8,-24,0,0,,,,,,
911,2015,235,-2,6,0,0,,,,,,
912,2015,84,10,-4,0,0,,,,,,
913,2015,335,-5,40,0,0,,,,,,
914,2015,143,-8,-4,0,0,,,,,,
915,2015,199,-6,-30,0,0,,,,,,
916,2015,67,-3,-40,0,0,,,,,,
917,2015,235,-10,-2,0,0,,,,,,
918,2015,84,0,-21,0,0,,,,,,
919,2015,330,-6,-9,0,0,,,,,,
920,2015,1443,-2,10,0,0,,,,,,
921,2015,199,-4,-29,0,0,,,,,,
922,2015,67,-5,-33,0,0,,,,,,
923,2015,235,-5,-22,0,0,,,,,,
924,2015,84,-5,-9,0,0,,,,,,
925,2015,330,37,24,0,0,,,,,,
926,2015,1443,-5,-10,0,0,,,,,,
927,2015,199,-6,-42,0,0,,,,,,
928,2015,67,30,-8,0,0,,,,,,
929,2015,235,-7,-34,0,0,,,,,,
930,2015,84,7,-2,0,0,,,,,,
931,2015,330,4,-2,0,0,,,,,,
932,2015,1443,-11,-23,0,0,,,,,,
933,2015,199,-9,-43,0,0,,,,,,
934,2015,67,5,-22,0,0,,,,,,
935,2015,235,-2,-14,0,0,,,,,,
936,2015,84,-6,-22,0,0,,,,,,
937,2015,330,-3,-33,0,0,,,,,,
938,2015,1443,15,5,0,0,,,,,,
939,2015,199,13,-26,0,0,,,,,,
940,2015,67,-2,-28,0,0,,,,,,
941,2015,235,-3,-12,0,0,,,,,,
942,2015,84,-2,-2,0,0,,,,,,
943,2015,330,-7,-26,0,0,,,,,,
944,2015,1443,-4,-3,0,0,,,,,,
945,2015,199,,,0,1,C,C,cancelled,open,0,rebooked
946,2015,67,-2,-10,0,0,,,,,,
947,2015,235,40,42,0,0,,,,,,
948,2015,84,-5,2,0,0,,,,,,
949,2015,330,-11,-14,0,0,,,,,,
950,2015,1443,-6,-15,0,0,,,,,,
951,2015,199,-4,-23,0,0,,,,,,
952,2015,67,2,8,0,0,,,,,,
953,2015,235,-8,-5,0,0,,,,,,
954,2015,84,-5,-10,0,0,,,,,,
955,2015,330,-4,-18,0,0,,,,,,
956,2015,1443,-4,-10,0,0,,,,,,
957,2015,199,-6,-48,0,0,,,,,,
958,2015,67,-6,-22,0,0,,,,,,
959,2015,235,2,-18,0,0,,,,,,
960,2015,84,-8,-15,0,0,,,,,,
961,2015,330,-5,-35,0,0,,,,,,
962,2015,1443,-2,-12,0,0,,,,,,
963,2015,199,-6,-44,0,0,,,,,,
964,2015,67,12,-4,0,0,,,,,,
965,2015,235,-5,-18,0,0,,,,,,
966,2015,84,-4,2,0,0,,,,,,
967,2015,330,-4,-24,0,0,,,,,,
968,2015,1443,1,-7,0,0,,,,,,
969,2015,199,-4,-39,0,0,,,,,,
970,2015,67,-2,24,0,0,,,,,,
971,2015,235,65,101,0,0,,,late,open,0,0
972,2015,84,-6,-25,0,0,,,,,,
973,2015,330,-1,-25,0,0,,,,,,
974,2015,1443,-3,-7,0,0,,,,,,
975,2015,199,25,-6,0,0,,,,,,
976,2015,67,22,-10,0,0,,,,,,
977,2015,235,-3,-20,0,0,,,,,,
978,2015,84,-3,-22,0,0,,,,,,
979,2015,330,-7,-13,0,0,,,,,,
980,2015,1443,-7,-16,0,0,,,,,,
981,2015,199,-3,-23,0,0,,,,,,
982,2015,67,0,-21,0,0,,,,,,
983,2015,235,-4,25,0,0,,,,,,
984,2015,84,-4,-13,0,0,,,,,,
985,2015,330,16,2,0,0,,,,,,
986,2015,1443,191,195,0,0,,,late,open,0,0
987,2015,199,-1,-24,0,0,,,,,,
988,2015,67,96,82,0,0,,,,,,
989,2015,235,2,1,0,0,,,,,,
990,2015,84,0,-6,0,0,,,,,,
991,2015,330,-6,-17,0,0,,,,,,
992,2015,1443,-4,0,0,0,,,,,,
993,2015,199,-5,0,0,0,,,,,,
994,2015,67,-2,18,0,0,,,,,,
995,2015,235,6,-12,0,0,,,,,,
996,2015,84,-6,-20,0,0,,,,,,
997,2015,330,-5,-15,0,0,,,,,,
998,2015,1443,-2,-17,0,0,,,,,,
999,2015,199,-1,-37,0,0,,,,,,
1000,2015,67,2,-3,0,0,,,,,,
1001,2015,235,-6,-26,0,0,,,,,,
1002,2015,84,1,-9,0,0,,,,,,
1003,2015,330,2,-4,0,0,,,,,,
1004,2015,1443,1,-5,0,0,,,,,,
1005,2015,199,69,61,0,0,,,,,,
1006,2015,67,1,9,0,0,,,,,,
1007,2015,235,48,32,0,0,,,,,,
1008,2015,84,-2,-4,0,0,,,,,,
1009,2015,330,-6,-27,0,0,,,,,,
1010,2015,1443,50,47,0,0,,,,,,
1011,2015,199,21,-22,0,0,,,,,,
1012,2015,67,-2,-24,0,0,,,,,,
1013,2015,235,-1,-16,0,0,,,,,,
1014,2015,84,50,37,0,0,,,,,,
1015,2015,330,-8,-24,0,0,,,,,,
1016,2015,1443,0,-16,0,0,,,,,,
1017,2015,199,8,-16,0,0,,,,,,
1018,2015,67,129,113,0,0,,,late,open,0,0
1019,2015,235,184,154,0,0,,,late,open,0,0
1020,2015,84,3,12,0,0,,,,,,
1021,2015,330,6,-7,0,0,,,,,,
1022,2015,1443,-2,45,0,0,,,,,,
1023,2015,199,0,-22,0,0,,,,,,
1024,2015,67,211,212,0,0,,,late,open,0,0
1025,2015,235,12,10,0,0,,,,,,
1026,2015,84,-6,-6,0,0,,,,,,
1027,2015,330,-6,-21,0,0,,,,,,
1028,2015,1443,-2,-3,0,0,,,,,,
1029,2015,199,-2,-21,0,0,,,,,,
1030,2015,67,-6,-31,0,0,,,,,,
1031,2015,235,-6,-23,0,0,,,,,,
1032,2015,84,3,-6,0,0,,,,,,
1033,2015,330,-5,-20,0,0,,,,,,
1034,2015,1443,-4,-2,0,0,,,,,,
1035,2015,199,3,-14,0,0,,,,,,
1036,2015,67,36,39,0,0,,,,,,
1037,2015,235,259,229,0,0,,,late,open,0,0
1038,2015,84,0,34,0,0,,,,,,
1039,2015,330,-1,-10,0,0,,,,,,
1040,2015,1443,-3,-3,0,0,,,,,,
1041,2015,199,-6,-35,0,0,,,late,open,0,0
1042,2015,67,34,0,0,0,,,,,,
1043,2015,235,-3,-28,0,0,,,,,,
1044,2015,84,-6,-21,0,0,,,,,,
1045,2015,330,1,-26,0,0,,,,,,
1046,2015,1443,3,-10,0,0,,,,,,
1047,2015,199,1,-20,0,0,,,,,,
1048,2015,67,1,-23,0,0,,,,,,
1049,2015,235,8,-8,0,0,,,,,,
1050,2015,84,-7,-22,0,0,,,,,,
1051,2015,330,0,-28,0,0,,,,,,
1052,2015,1443,-2,-12,0,0,,,,,,
1053,2015,199,-1,-37,0,0,,,late,open,0,0
1054,2015,67,14,11,0,0,,,,,,
1055,2015,235,3,-22,0,0,,,,,,
1056,2015,84,-5,-24,0,0,,,,,,
1057,2015,330,-7,-22,0,0,,,,,,
1058,2015,1443,1,-12,0,0,,,,,,
1059,2015,199,35,7,0,0,,,,,,
1060,2015,67,0,-10,0,0,,,,,,
1061,2015,235,6,-18,0,0,,,,,,
1062,2015,84,-3,-17,0,0,,,,,,
1063,2015,330,-4,-15,0,0,,,,,,
1064,2015,1443,17,29,0,0,,,,,,
1065,2015,199,105,108,0,0,,,late,open,0,0
1066,2015,67,77,58,0,0,,,,,,
1067,2015,235,48,44,0,0,,,,,,
1068,2015,84,-3,-10,0,0,,,,,,
1069,2015,330,26,6,0,0,,,,,,
1070,2015,1443,-6,-16,0,0,,,,,,
1071,2015,199,-1,-32,0,0,,,,,,
1072,2015,67,-7,-18,0,0,,,,,,
1073,2015,235,-4,-19,0,0,,,,,,
1074,2015,84,-2,-5,0,0,,,,,,
1075,2015,330,-4,-26,0,0,,,,,,
1076,2015,1443,-3,-10,0,0,,,,,,
1077,2015,199,-3,-18,0,0,,,,,,
1078,2015,67,18,41,0,0,,,,,,
1079,2015,235,0,-2,0,0,,,,,,
1080,2015,1770,-3,28,0,0,,,,,,
1081,2015,413,-3,10,0,0,,,,,,
1082,2015,84,-3,54,0,0,,,,,,
1083,2015,670,20,-5,0,0,,,,,,
1084,2015,330,27,16,0,0,,,,,,
1085,2015,873,1,-2,0,0,,,,,,
1086,2015,1849,-6,-10,0,0,,,,,,
1087,2015,2069,-1,-19,0,0,,,,,,
1088,2015,1443,-2,-2,0,0,,,,,,
1089,2015,1715,-8,-16,0,0,,,,,,
1090,2015,199,-4,-26,0,0,,C,,closed,100,voucher
1091,2015,1723,33,14,0,0,,,,,,
1092,2015,1820,-1,-32,0,0,,,,,,
1093,2015,67,24,3,0,0,,,,,,
1094,2015,1737,-3,-15,0,0,,,,,,
1095,2015,1922,71,60,0,0,,,,,,
1096,2015,235,-8,-17,0,0,,,,,,
1097,2015,1770,14,12,0,0,,,,,,
1098,2015,413,0,-1,0,0,,,,,,
1099,2015,84,-8,3,0,0,,,,,,
1100,2015,670,5,5,0,0,,,,,,
1101,2015,330,-9,-19,0,0,,,,,,
1102,2015,873,-2,13,0,0,,,,,,
1103,2015,1849,1,-1,0,0,,,,,,
1104,2015,2069,10,-8,0,0,,,,,,
1105,2015,1443,-6,5,0,0,,,,,,
1106,2015,1715,-1,3,0,0,,,,,,
1107,2015,199,-10,-45,0,0,,,,,,
1108,2015,1723,2,-6,0,0,,,,,,
1109,2015,1820,-3,-27,0,0,,,,,,
1110,2015,67,1,4,0,0,,,,,,
1111,2015,1737,6,-8,0,0,,,,,,
1112,2015,1922,-10,-19,0,0,,,,,,
1113,2015,235,123,107,0,0,,,late,open,0,0
1114,2015,1770,-3,-7,0,0,,,,,,
1115,2015,413,-3,-1,0,0,,,,,,
1116,2015,84,-2,-25,0,0,,,,,,
1117,2015,670,-8,-18,0,0,,,,,,
1118,2015,330,-3,-18,0,0,,,,,,
1119,2015,873,-5,-19,0,0,,,,,,
1120,2015,1849,-7,-3,0,0,,,,,,
1121,2015,2069,1,-19,0,0,,,,,,
1122,2015,1443,-9,-18,0,0,,,,,,
1123,2015,1715,-8,-15,0,0,,,,,,
1124,2015,199,-1,-30,0,0,,,,,,
1125,2015,1723,79,84,0,0,,,,,,
1126,2015,1820,68,47,0,0,,,,,,
1127,2015,67,8,-10,0,0,,,,,,
1128,2015,1737,-4,-22,0,0,,,,,,
1129,2015,1922,-11,-4,0,0,,,,,,
1130,2015,235,16,-8,0,0,,,,,,
1131,2015,829,-6,-12,0,0,,,,,,
1132,2015,445,47,38,0,0,,,,,,
1133,2015,84,-5,-22,0,0,,,,,,
1134,2015,1862,-3,-15,0,0,,,,,,
1135,2015,330,-7,-31,0,0,,,,,,
1136,2015,873,9,-2,0,0,,,,,,
1137,2015,2069,3,-19,0,0,,,,,,
1138,2015,1443,-9,-22,0,0,,A,cancelled,open,0,
1139,2015,199,-8,-42,0,0,,,,,,
1140,2015,1867,-4,-3,0,0,,,,,,
1141,2015,67,-1,-8,0,0,,,,,,
1142,2015,1860,-6,-19,0,0,,,,,,
1143,2015,235,-5,-25,0,0,,,,,,
1144,2015,829,-7,-20,0,0,,,,,,
1145,2015,2057,-3,-8,0,0,,,,,,
1146,2015,84,-6,-12,0,0,,,,,,
1147,2015,879,-5,-18,0,0,,,,,,
1148,2015,330,-9,-25,0,0,,,,,,
1149,2015,2063,-5,-16,0,0,,,,,,
1150,2015,1443,-6,-6,0,0,,,,,,
1151,2015,199,-5,-26,0,0,,,,,,
1152,2015,1867,-6,-17,0,0,,,,,,
1153,2015,1912,-9,-14,0,0,,,,,,
1154,2015,67,-4,-10,0,0,,,,,,
1155,2015,1737,27,21,0,0,,,,,,
1156,2015,2070,8,25,0,0,,,,,,
1157,2015,235,-6,-9,0,0,,,late,open,0,0
1158,2015,756,3,12,0,0,,,,,,
1159,2015,1770,-7,-20,0,0,,,,,,
1160,2015,413,5,14,0,0,,,,,,
1161,2015,84,-1,-13,0,0,,,,,,
1162,2015,670,-10,-25,0,0,,,,,,
1163,2015,330,-2,-14,0,0,,,,,,
1164,2015,1970,-10,-29,0,0,,,,,,
1165,2015,1849,-5,-16,0,0,,,,,,
1166,2015,2069,-7,-17,0,0,,,,,,
1167,2015,1443,-5,-12,0,0,,,,,,
1168,2015,1715,-6,-21,0,0,,,,,,
1169,2015,199,15,-23,0,0,,,,,,
1170,2015,1919,4,-21,0,0,,,,,,
1171,2015,1723,-5,-27,0,0,,,,,,
1172,2015,67,-6,-38,0,0,,,,,,
1173,2015,1737,-1,-16,0,0,,,,,,
1174,2015,1922,-5,16,0,0,,,,,,
1175,2015,235,32,13,0,0,,,,,,
1176,2015,1770,-7,-21,0,0,,,,,,
1177,2015,413,-3,-11,0,0,,,,,,
1178,2015,84,-6,-8,0,0,,,,,,
1179,2015,670,-6,-19,0,0,,,,,,
1180,2015,330,6,-13,0,0,,,,,,
1181,2015,1970,-1,5,0,0,,,,,,
1182,2015,1849,-6,-19,0,0,,,,,,
1183,2015,2069,-2,-24,0,0,,,,,,
1184,2015,1443,-6,-14,0,0,,,,,,
1185,2015,1715,1,-18,0,0,,,,,,
1186,2015,199,-2,-25,0,0,,,,,,
